レシートNo,日,時間,顧客ID,税抜価格,税抜単価,個数,大カテゴリ番号,大カテゴリ名,中カテゴリ番号,中カテゴリ名,小カテゴリ番号,小カテゴリ名
5117,23,13,1082,120,120,1,11,農産,1111,果物,111117,グレープフルーツ
5117,23,13,1082,140,140,1,16,加工食品,1614,水物,161415,白滝
5117,23,13,1082,150,150,1,15,穀物類,1516,麺類,151611,むし焼そば
5117,23,13,1082,150,150,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
5117,23,13,1082,160,160,1,11,農産,1113,野菜,111316,かぼちゃ
5117,23,13,1082,165,165,1,16,加工食品,1618,乳製品,161813,チーズ
5117,23,13,1082,170,170,1,16,加工食品,1616,調味料,161625,中華調味料
5117,23,13,1082,170,170,1,13,畜産,1315,豚肉,131512,ブランド豚
5117,23,13,1082,205,205,1,12,水産,1211,塩干加工品,121117,水産塩干し
5117,23,13,1082,220,220,1,13,畜産,1315,豚肉,131512,ブランド豚
5118,23,15,1719,90,90,1,20,飲料,2014,野菜・果実飲料,201411,果実飲料
5118,23,15,1719,120,120,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5118,23,15,1719,120,120,1,14,乾物類,1414,農産乾物,141416,春雨
5118,23,15,1719,120,120,1,16,加工食品,1620,練物,162014,かまぼこ
5118,23,15,1719,150,150,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5118,23,15,1719,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
5118,23,15,1719,190,190,1,15,穀物類,1516,麺類,151613,ゆでそば
5119,23,15,1347,100,100,1,11,農産,1113,野菜,111331,セロリ
5119,23,15,1347,130,130,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5119,23,15,1347,145,145,1,11,農産,1113,野菜,111338,とうもろこし
5119,23,15,1347,155,155,1,11,農産,1113,野菜,111319,キュウリ
5119,23,15,1347,160,160,1,11,農産,1113,野菜,111316,かぼちゃ
5119,23,15,1347,340,170,2,20,飲料,2013,乳系飲料,201311,牛乳
5119,23,15,1347,510,170,3,20,飲料,2013,乳系飲料,201311,牛乳
5119,23,15,1347,185,185,1,11,農産,1113,野菜,111211,アスパラガス
5119,23,15,1347,185,185,1,13,畜産,1313,精肉加工品,131312,鶏卵
5119,23,15,1347,190,190,1,11,農産,1113,野菜,111347,パプリカ
5119,23,15,1347,320,320,1,13,畜産,1314,精肉類,131411,ひき肉
5119,23,15,1347,320,320,1,13,畜産,1314,精肉類,131411,ひき肉
5120,23,16,1165,45,45,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
5120,23,16,1165,45,45,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
5120,23,16,1165,110,55,2,20,飲料,2012,清涼飲料,201214,炭酸飲料
5120,23,16,1165,85,85,1,13,畜産,1312,鶏肉,131211,国産鶏
5120,23,16,1165,100,100,1,17,即席食品,1713,レトルト米飯,171311,米飯レトルト
5120,23,16,1165,110,110,1,13,畜産,1312,鶏肉,131211,国産鶏
5120,23,16,1165,140,140,1,12,水産,1213,鮮魚,121311,あさり
5120,23,16,1165,140,140,1,12,水産,1213,鮮魚,121311,あさり
5120,23,16,1165,300,150,2,21,酒類,2112,ノンアルコール飲料,211212,ビールテイスト飲料
5120,23,16,1165,150,150,1,15,穀物類,1514,粉類,151413,小麦粉
5120,23,16,1165,155,155,1,12,水産,1213,鮮魚,121313,いか
5120,23,16,1165,155,155,1,16,加工食品,1614,水物,161413,豆腐
5120,23,16,1165,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
5120,23,16,1165,225,225,1,16,加工食品,1611,その他日配食品,161113,佃煮
5121,23,16,1845,80,80,1,15,穀物類,1512,パン,151214,食パン
5121,23,16,1845,85,85,1,18,惣菜,1813,弁当,181311,パン惣菜
5121,23,16,1845,165,165,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
5121,23,16,1845,185,185,1,21,酒類,2116,酒関連,211612,氷
5121,23,16,1845,195,195,1,16,加工食品,1616,調味料,161631,ポン酢
5121,23,16,1845,205,205,1,18,惣菜,1813,弁当,181311,パン惣菜
5122,23,16,1161,110,110,1,18,惣菜,1811,惣菜,181119,和風惣菜
5122,23,16,1161,165,165,1,21,酒類,2117,焼酎,211712,甲類焼酎
5123,23,16,1084,100,100,1,12,水産,1213,鮮魚,121326,たら
5123,23,16,1084,265,265,1,13,畜産,1315,豚肉,131513,輸入豚
5123,23,16,1084,285,285,1,16,加工食品,1611,その他日配食品,161113,佃煮
5124,23,17,1014,85,85,1,20,飲料,2012,清涼飲料,201211,スポーツ飲料
5124,23,17,1014,95,95,1,17,即席食品,1712,レトルト惣菜,171211,カレーレトルト
5124,23,17,1014,240,120,2,21,酒類,2113,ビール類,211312,新ジャンル
5124,23,17,1014,140,140,1,11,農産,1113,野菜,111211,アスパラガス
5125,23,14,1859,170,85,2,20,飲料,2014,野菜・果実飲料,201412,野菜飲料
5125,23,14,1859,230,115,2,16,加工食品,1618,乳製品,161816,ヨーグルト
5125,23,14,1859,120,120,1,19,菓子,1915,生菓子,191513,和風生菓子
5125,23,14,1859,120,120,1,11,農産,1114,野菜加工品,111411,カット野菜ミックス
5125,23,14,1859,145,145,1,15,穀物類,1512,パン,151212,ロールパン
5125,23,14,1859,160,160,1,15,穀物類,1512,パン,151214,食パン
5125,23,14,1859,240,240,1,13,畜産,1314,精肉類,131412,羊肉
5125,23,14,1859,285,285,1,13,畜産,1313,精肉加工品,131313,ソーセージ
5125,23,14,1859,285,285,1,16,加工食品,1616,調味料,161644,醤油
5125,23,14,1859,355,355,1,13,畜産,1314,精肉類,131412,羊肉
5125,23,14,1859,370,370,1,11,農産,1113,野菜,111338,とうもろこし
5125,23,14,1859,395,395,1,13,畜産,1314,精肉類,131412,羊肉
5125,23,14,1859,100,100,1,20,飲料,2012,清涼飲料,201215,茶系飲料
5125,23,14,1859,110,110,1,18,惣菜,1813,弁当,181313,米飯惣菜
5125,23,14,1859,155,155,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5125,23,14,1859,170,170,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5126,23,18,1289,95,95,1,15,穀物類,1516,麺類,151620,その他ゆで麺
5126,23,18,1289,95,95,1,15,穀物類,1516,麺類,151620,その他ゆで麺
5126,23,18,1289,395,395,1,11,農産,1113,野菜,111339,トマト
5127,23,18,1535,145,145,1,20,飲料,2012,清涼飲料,201215,茶系飲料
5127,23,18,1535,220,220,1,12,水産,1211,塩干加工品,121229,その他味付魚
5127,23,18,1535,225,225,1,18,惣菜,1813,弁当,181313,米飯惣菜
5127,23,18,1535,260,260,1,18,惣菜,1813,弁当,181314,弁当
5128,23,18,1793,65,65,1,11,農産,1113,野菜,111326,しめじ
5128,23,18,1793,75,75,1,15,穀物類,1512,パン,151213,菓子パン
5128,23,18,1793,75,75,1,15,穀物類,1512,パン,151213,菓子パン
5128,23,18,1793,75,75,1,15,穀物類,1512,パン,151213,菓子パン
5128,23,18,1793,80,80,1,15,穀物類,1512,パン,151214,食パン
5128,23,18,1793,85,85,1,11,農産,1113,野菜,111327,じゃが芋
5128,23,18,1793,95,95,1,11,農産,1113,野菜,111313,おくら
5128,23,18,1793,140,140,1,12,水産,1213,鮮魚,121311,あさり
5128,23,18,1793,145,145,1,11,農産,1113,野菜,111318,キャベツ
5128,23,18,1793,165,165,1,12,水産,1211,塩干加工品,121117,水産塩干し
5128,23,18,1793,360,180,2,20,飲料,2013,乳系飲料,201311,牛乳
5128,23,18,1793,190,190,1,16,加工食品,1620,練物,162016,ちくわ
5128,23,18,1793,440,440,1,13,畜産,1315,豚肉,131513,輸入豚
5128,23,18,1793,480,480,1,13,畜産,1315,豚肉,131513,輸入豚
5129,23,18,1331,95,95,1,15,穀物類,1512,パン,151213,菓子パン
5129,23,18,1331,95,95,1,15,穀物類,1512,パン,151213,菓子パン
5129,23,18,1331,95,95,1,20,飲料,2014,野菜・果実飲料,201411,果実飲料
5129,23,18,1331,280,140,2,20,飲料,2013,乳系飲料,201311,牛乳
5129,23,18,1331,145,145,1,15,穀物類,1512,パン,151212,ロールパン
5129,23,18,1331,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
5129,23,18,1331,195,195,1,11,農産,1113,野菜,111354,ミニトマト
5130,23,18,1718,75,75,1,16,加工食品,1614,水物,161414,納豆
5130,23,18,1718,80,80,1,11,農産,1113,野菜,111361,レタス
5130,23,18,1718,85,85,1,20,飲料,2014,野菜・果実飲料,201412,野菜飲料
5130,23,18,1718,170,85,2,20,飲料,2012,清涼飲料,201215,茶系飲料
5130,23,18,1718,115,115,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5130,23,18,1718,125,125,1,19,菓子,1914,つまみ菓子,191411,水産つまみ菓子
5130,23,18,1718,165,165,1,12,水産,1211,塩干加工品,121126,めかぶ
5130,23,18,1718,165,165,1,16,加工食品,1613,水産加工品,161313,水産珍味
5130,23,18,1718,185,185,1,18,惣菜,1813,弁当,181314,弁当
5131,23,18,1150,20,20,1,11,農産,1113,野菜,111356,もやし
5131,23,18,1150,240,60,4,19,菓子,1911,アイスクリーム,191111,アイスクリーム
5131,23,18,1150,65,65,1,11,農産,1113,野菜,111326,しめじ
5131,23,18,1150,75,75,1,15,穀物類,1512,パン,151213,菓子パン
5131,23,18,1150,75,75,1,15,穀物類,1512,パン,151213,菓子パン
5131,23,18,1150,75,75,1,16,加工食品,1614,水物,161414,納豆
5131,23,18,1150,190,95,2,19,菓子,1916,乾菓子,191614,スナック菓子
5131,23,18,1150,95,95,1,15,穀物類,1512,パン,151216,その他パン
5131,23,18,1150,95,95,1,16,加工食品,1618,乳製品,161813,チーズ
5131,23,18,1150,95,95,1,16,加工食品,1618,乳製品,161813,チーズ
5131,23,18,1150,95,95,1,19,菓子,1916,乾菓子,191615,チョコレート
5131,23,18,1150,105,105,1,15,穀物類,1512,パン,151213,菓子パン
5131,23,18,1150,125,125,1,16,加工食品,1616,調味料,161614,カレールー
5131,23,18,1150,185,185,1,18,惣菜,1813,弁当,181313,米飯惣菜
5131,23,18,1150,190,190,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
5131,23,18,1150,190,190,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
5131,23,18,1150,280,280,1,18,惣菜,1811,惣菜,181114,焼物惣菜
5131,23,18,1150,480,480,1,13,畜産,1315,豚肉,131513,輸入豚
5132,23,19,1860,55,55,1,20,飲料,2014,野菜・果実飲料,201412,野菜飲料
5132,23,19,1860,130,65,2,18,惣菜,1813,弁当,181311,パン惣菜
5132,23,19,1860,70,70,1,18,惣菜,1813,弁当,181311,パン惣菜
5132,23,19,1860,180,90,2,18,惣菜,1813,弁当,181311,パン惣菜
5132,23,19,1860,95,95,1,16,加工食品,1614,水物,161413,豆腐
5132,23,19,1860,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
5132,23,19,1860,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
5132,23,19,1860,120,120,1,11,農産,1111,果物,111117,グレープフルーツ
5132,23,19,1860,170,170,1,19,菓子,1916,乾菓子,191620,米菓
5133,23,19,1818,285,95,3,15,穀物類,1516,麺類,151612,ゆでうどん
5133,23,19,1818,160,160,1,16,加工食品,1614,水物,161413,豆腐
5133,23,19,1818,185,185,1,11,農産,1113,野菜,111375,長葱
5133,23,19,1818,390,195,2,15,穀物類,1516,麺類,151618,乾燥素麺
5133,23,19,1818,200,200,1,13,畜産,1313,精肉加工品,131312,鶏卵
5133,23,19,1818,295,295,1,12,水産,1213,鮮魚,121323,さんま
5133,23,19,1818,305,305,1,13,畜産,1315,豚肉,131512,ブランド豚
5133,23,19,1818,520,520,1,16,加工食品,1616,調味料,161626,つゆ
5134,23,19,1610,95,95,1,16,加工食品,1614,水物,161413,豆腐
5134,23,19,1610,95,95,1,16,加工食品,1614,水物,161413,豆腐
5134,23,19,1610,100,100,1,11,農産,1113,野菜,111328,しょうが
5134,23,19,1610,100,100,1,11,農産,1113,野菜,111372,大葉
5134,23,19,1610,145,145,1,11,農産,1113,野菜,111361,レタス
5134,23,19,1610,155,155,1,11,農産,1113,野菜,111355,みょうが
5134,23,19,1610,170,170,1,11,農産,1113,野菜,111354,ミニトマト
5134,23,19,1610,270,270,1,13,畜産,1312,鶏肉,131211,国産鶏
5134,23,19,1610,285,285,1,19,菓子,1915,生菓子,191513,和風生菓子
5134,23,19,1610,495,495,1,13,畜産,1315,豚肉,131512,ブランド豚
5134,23,19,1610,550,550,1,13,畜産,1315,豚肉,131512,ブランド豚
5134,23,19,1610,550,550,1,13,畜産,1312,鶏肉,131212,ブランド鶏
5135,23,19,1462,145,145,1,11,農産,1113,野菜,111361,レタス
5135,23,19,1462,155,155,1,11,農産,1113,野菜,111319,キュウリ
5135,23,19,1462,1000,1000,1,22,その他,2211,ギフト,221111,ギフト
5136,23,19,1362,65,65,1,11,農産,1113,野菜,111326,しめじ
5136,23,19,1362,95,95,1,16,加工食品,1618,乳製品,161813,チーズ
5136,23,19,1362,380,380,1,13,畜産,1315,豚肉,131512,ブランド豚
5137,23,20,1063,240,60,4,20,飲料,2012,清涼飲料,201111,コーヒー飲料
5137,23,20,1063,75,75,1,19,菓子,1915,生菓子,191512,洋風生菓子
5137,23,20,1063,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
5138,23,10,1700,190,95,2,16,加工食品,1620,練物,162016,ちくわ
5138,23,10,1700,325,325,1,13,畜産,1312,鶏肉,131211,国産鶏
5138,23,10,1700,750,750,1,13,畜産,1312,鶏肉,131211,国産鶏
5138,23,10,1700,75,75,1,16,加工食品,1614,水物,161414,納豆
5138,23,10,1700,150,75,2,16,加工食品,1616,調味料,161651,唐辛子
5138,23,10,1700,145,145,1,11,農産,1113,野菜,111371,大根
5138,23,10,1700,340,170,2,16,加工食品,1616,調味料,161660,その他調味料
5138,23,10,1700,220,220,1,14,乾物類,1414,農産乾物,141411,ごま
5138,23,10,1700,275,275,1,11,農産,1111,果物,111116,キウイフルーツ
5138,23,10,1700,285,285,1,16,加工食品,1618,乳製品,161813,チーズ
5138,23,10,1700,285,285,1,16,加工食品,1616,調味料,161642,砂糖
5138,23,10,1700,295,295,1,11,農産,1111,果物,111116,キウイフルーツ
5139,23,20,1885,80,80,1,18,惣菜,1813,弁当,181311,パン惣菜
5139,23,20,1885,95,95,1,11,農産,1114,野菜加工品,111383,カット妻物
5139,23,20,1885,220,220,1,15,穀物類,1516,麺類,151614,ゆで素麺
5139,23,20,1885,305,305,1,18,惣菜,1813,弁当,181312,寿司惣菜
5139,23,20,1885,370,370,1,12,水産,1211,塩干加工品,121135,明太子
5140,23,20,1011,90,90,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
5140,23,20,1011,115,115,1,16,加工食品,1614,水物,161414,納豆
5140,23,20,1011,120,120,1,15,穀物類,1512,パン,151215,調理パン
5140,23,20,1011,120,120,1,13,畜産,1312,鶏肉,131214,その他鶏肉
5140,23,20,1011,150,150,1,12,水産,1212,刺身類,121141,サーモン
5140,23,20,1011,370,370,1,12,水産,1212,刺身類,121144,その他刺身
5141,23,20,1432,95,95,1,11,農産,1114,野菜加工品,111383,カット妻物
5141,23,20,1432,100,100,1,16,加工食品,1614,水物,161413,豆腐
5141,23,20,1432,200,100,2,18,惣菜,1811,惣菜,181111,サラダ惣菜
5141,23,20,1432,130,130,1,16,加工食品,1620,練物,161913,おでん種
5141,23,20,1432,135,135,1,18,惣菜,1813,弁当,181311,パン惣菜
5141,23,20,1432,160,160,1,16,加工食品,1616,調味料,161639,和風調味料
5141,23,20,1432,320,320,1,13,畜産,1311,牛肉,131113,輸入牛
5141,23,20,1432,350,350,1,13,畜産,1311,牛肉,131113,輸入牛
5142,23,20,1854,40,20,2,11,農産,1113,野菜,111356,もやし
5142,23,20,1854,60,60,1,18,惣菜,1813,弁当,181311,パン惣菜
5142,23,20,1854,75,75,1,18,惣菜,1813,弁当,181311,パン惣菜
5142,23,20,1854,170,85,2,20,飲料,2014,野菜・果実飲料,201412,野菜飲料
5142,23,20,1854,480,120,4,19,菓子,1916,乾菓子,191620,米菓
5142,23,20,1854,170,170,1,15,穀物類,1512,パン,151212,ロールパン
5142,23,20,1854,220,220,1,20,飲料,2013,乳系飲料,201311,牛乳
5142,23,20,1854,235,235,1,11,農産,1113,野菜,111363,玉葱
5142,23,20,1854,245,245,1,13,畜産,1313,精肉加工品,131312,鶏卵
5142,23,20,1854,335,335,1,13,畜産,1315,豚肉,131512,ブランド豚
5142,23,20,1854,385,385,1,13,畜産,1315,豚肉,131512,ブランド豚
5142,23,20,1854,395,395,1,11,農産,1112,果物加工品,111132,カットフルーツ
5143,23,20,1325,210,105,2,20,飲料,2012,清涼飲料,201214,炭酸飲料
5143,23,20,1325,150,150,1,18,惣菜,1813,弁当,181315,麺惣菜
5143,23,20,1325,645,215,3,21,酒類,2113,ビール類,211311,ビール
5143,23,20,1325,225,225,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5143,23,20,1325,285,285,1,19,菓子,1915,生菓子,191513,和風生菓子
5143,23,20,1325,305,305,1,19,菓子,1914,つまみ菓子,191412,畜産つまみ菓子
5143,23,20,1325,305,305,1,19,菓子,1914,つまみ菓子,191412,畜産つまみ菓子
5144,23,15,1368,75,75,1,11,農産,1111,果物,111121,バナナ
5144,23,15,1368,150,75,2,18,惣菜,1813,弁当,181311,パン惣菜
5144,23,15,1368,90,90,1,11,農産,1113,野菜,111348,ピーマン
5144,23,15,1368,125,125,1,18,惣菜,1813,弁当,181311,パン惣菜
5144,23,15,1368,125,125,1,18,惣菜,1813,弁当,181311,パン惣菜
5144,23,15,1368,170,170,1,19,菓子,1916,乾菓子,191616,ビスケット
5144,23,15,1368,195,195,1,19,菓子,1914,つまみ菓子,191414,その他つまみ菓子
5144,23,15,1368,550,550,1,16,加工食品,1616,調味料,161643,焼肉のたれ
5144,23,15,1368,75,75,1,11,農産,1113,野菜,111361,レタス
5144,23,15,1368,105,105,1,16,加工食品,1614,水物,161414,納豆
5144,23,15,1368,220,220,1,16,加工食品,1614,水物,161415,白滝
5145,23,20,1454,75,75,1,19,菓子,1916,乾菓子,191614,スナック菓子
5145,23,20,1454,95,95,1,15,穀物類,1512,パン,151213,菓子パン
5145,23,20,1454,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
5145,23,20,1454,105,105,1,18,惣菜,1811,惣菜,181116,中華惣菜
5145,23,20,1454,150,150,1,13,畜産,1314,精肉類,131411,ひき肉
5146,23,20,1861,200,200,1,16,加工食品,1618,乳製品,161811,クリーム
5146,23,20,1861,220,220,1,16,加工食品,1618,乳製品,161811,クリーム
5147,23,21,1533,65,65,1,18,惣菜,1811,惣菜,181112,スナック惣菜
5147,23,21,1533,65,65,1,18,惣菜,1813,弁当,181311,パン惣菜
5147,23,21,1533,75,75,1,15,穀物類,1512,パン,151214,食パン
5147,23,21,1533,80,80,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5147,23,21,1533,80,80,1,15,穀物類,1512,パン,151214,食パン
5147,23,21,1533,100,100,1,18,惣菜,1811,惣菜,181116,中華惣菜
5147,23,21,1533,100,100,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5147,23,21,1533,140,140,1,18,惣菜,1813,弁当,181312,寿司惣菜
5148,23,21,1561,140,140,1,18,惣菜,1811,惣菜,181116,中華惣菜
5148,23,21,1561,140,140,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5149,23,11,1528,135,45,3,11,農産,1113,野菜,111327,じゃが芋
5149,23,11,1528,425,85,5,20,飲料,2013,乳系飲料,201312,豆乳
5149,23,11,1528,180,90,2,11,農産,1111,果物,111129,りんご
5149,23,11,1528,90,90,1,11,農産,1111,果物,111129,りんご
5149,23,11,1528,90,90,1,11,農産,1111,果物,111129,りんご
5149,23,11,1528,145,145,1,12,水産,1211,塩干加工品,121117,水産塩干し
5149,23,11,1528,150,150,1,11,農産,1113,野菜,111322,ごぼう
5149,23,11,1528,150,150,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5149,23,11,1528,200,200,1,20,飲料,2013,乳系飲料,201311,牛乳
5149,23,11,1528,210,210,1,13,畜産,1312,鶏肉,131212,ブランド鶏
5149,23,11,1528,275,275,1,13,畜産,1314,精肉類,131414,その他食肉
5149,23,11,1528,415,415,1,11,農産,1111,果物,111126,みかん
5150,23,11,1831,95,95,1,20,飲料,2012,清涼飲料,201215,茶系飲料
5150,23,11,1831,170,170,1,20,飲料,2013,乳系飲料,201311,牛乳
5150,23,11,1831,100,100,1,11,農産,1111,果物,111115,オレンジ
5150,23,11,1831,225,225,1,18,惣菜,1813,弁当,181311,パン惣菜
5151,23,13,1097,20,20,1,11,農産,1113,野菜,111356,もやし
5151,23,13,1097,95,95,1,16,加工食品,1616,調味料,161639,和風調味料
5151,23,13,1097,110,110,1,15,穀物類,1512,パン,151214,食パン
5151,23,13,1097,170,170,1,16,加工食品,1616,調味料,161636,洋風調味料
5151,23,13,1097,190,190,1,15,穀物類,1516,麺類,151619,生ラーメン
5151,23,13,1097,195,195,1,16,加工食品,1616,調味料,161658,和風米飯調味料
5151,23,13,1097,240,240,1,11,農産,1113,野菜,111327,じゃが芋
5151,23,13,1097,585,585,1,18,惣菜,1813,弁当,181312,寿司惣菜
5152,23,12,1460,95,95,1,20,飲料,2012,清涼飲料,201215,茶系飲料
5152,23,12,1460,460,460,1,20,飲料,2012,清涼飲料,201213,ミネラルウォーター
5152,23,12,1460,20,20,1,11,農産,1113,野菜,111356,もやし
5152,23,12,1460,100,100,1,16,加工食品,1619,農産加工品,161911,コーン加工品
5152,23,12,1460,130,130,1,16,加工食品,1616,調味料,161614,カレールー
5152,23,12,1460,155,155,1,20,飲料,2013,乳系飲料,201311,牛乳
5152,23,12,1460,200,200,1,18,惣菜,1813,弁当,181311,パン惣菜
5152,23,12,1460,295,295,1,13,畜産,1313,精肉加工品,131313,ソーセージ
5152,23,12,1460,320,320,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5152,23,12,1460,380,380,1,13,畜産,1315,豚肉,131511,国産豚
5153,23,13,1434,95,95,1,19,菓子,1916,乾菓子,191614,スナック菓子
5153,23,13,1434,120,120,1,15,穀物類,1516,麺類,151617,乾燥パスタ
5153,23,13,1434,145,145,1,16,加工食品,1616,調味料,161629,パスタソース
5153,23,13,1434,145,145,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
5153,23,13,1434,155,155,1,16,加工食品,1614,水物,161413,豆腐
5153,23,13,1434,190,190,1,16,加工食品,1616,調味料,161627,ドレッシング
5153,23,13,1434,190,190,1,16,加工食品,1611,その他日配食品,161113,佃煮
5153,23,13,1434,295,295,1,13,畜産,1313,精肉加工品,131313,ソーセージ
5153,23,13,1434,305,305,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
5154,23,13,1518,80,80,1,15,穀物類,1512,パン,151214,食パン
5154,23,13,1518,85,85,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5154,23,13,1518,85,85,1,15,穀物類,1512,パン,151213,菓子パン
5154,23,13,1518,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
5154,23,13,1518,100,100,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5154,23,13,1518,115,115,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
5154,23,13,1518,125,125,1,18,惣菜,1811,惣菜,181119,和風惣菜
5154,23,13,1518,170,170,1,18,惣菜,1811,惣菜,181116,中華惣菜
5154,23,13,1518,265,265,1,13,畜産,1313,精肉加工品,131312,鶏卵
5154,23,13,1518,265,265,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5154,23,13,1518,280,280,1,12,水産,1211,塩干加工品,121117,水産塩干し
5155,23,13,1139,40,40,1,16,加工食品,1614,水物,161413,豆腐
5155,23,13,1139,95,95,1,15,穀物類,1512,パン,151213,菓子パン
5155,23,13,1139,160,160,1,19,菓子,1915,生菓子,191512,洋風生菓子
5155,23,13,1139,280,280,1,18,惣菜,1811,惣菜,181114,焼物惣菜
5155,23,13,1139,285,285,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5155,23,13,1139,285,285,1,18,惣菜,1811,惣菜,181117,揚物惣菜
5155,23,13,1139,340,340,1,18,惣菜,1811,惣菜,181119,和風惣菜
5155,23,13,1139,360,360,1,11,農産,1114,野菜加工品,111421,筍水煮
5155,23,13,1139,395,395,1,11,農産,1114,野菜加工品,111421,筍水煮
5155,23,13,1139,535,535,1,13,畜産,1311,牛肉,131114,ブランド牛
5155,23,13,1139,110,110,1,21,酒類,2114,リキュール類,211412,チューハイ・カクテル
5155,23,13,1139,115,115,1,21,酒類,2114,リキュール類,211412,チューハイ・カクテル
5155,23,13,1139,135,135,1,16,加工食品,1616,調味料,161615,ケチャップ
5155,23,13,1139,150,150,1,16,加工食品,1616,調味料,161615,ケチャップ
5156,23,13,1729,95,95,1,18,惣菜,1813,弁当,181311,パン惣菜
5156,23,13,1729,95,95,1,20,飲料,2012,清涼飲料,201215,茶系飲料
5156,23,13,1729,115,115,1,16,加工食品,1614,水物,161416,油揚げ
5156,23,13,1729,140,140,1,15,穀物類,1512,パン,151212,ロールパン
5156,23,13,1729,145,145,1,11,農産,1113,野菜,111361,レタス
5156,23,13,1729,190,190,1,17,即席食品,1712,レトルト惣菜,171220,レトルト茶碗蒸し
5156,23,13,1729,195,195,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
5156,23,13,1729,220,220,1,13,畜産,1313,精肉加工品,131312,鶏卵
5156,23,13,1729,220,220,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
5156,23,13,1729,225,225,1,13,畜産,1314,精肉類,131411,ひき肉
5156,23,13,1729,225,225,1,20,飲料,2013,乳系飲料,201311,牛乳
5156,23,13,1729,235,235,1,18,惣菜,1813,弁当,181313,米飯惣菜
5156,23,13,1729,245,245,1,14,乾物類,1413,水産乾物,141312,乾燥ひじき
5156,23,13,1729,285,285,1,18,惣菜,1813,弁当,181313,米飯惣菜
5156,23,13,1729,300,300,1,13,畜産,1314,精肉類,131411,ひき肉
5156,23,13,1729,430,430,1,12,水産,1213,鮮魚,121321,さけ
5156,23,13,1729,450,450,1,12,水産,1213,鮮魚,121321,さけ
5156,23,13,1729,500,500,1,12,水産,1211,塩干加工品,121139,冷凍切身
5156,23,13,1729,560,560,1,12,水産,1211,塩干加工品,121139,冷凍切身
5157,23,13,1609,20,20,1,11,農産,1113,野菜,111356,もやし
5157,23,13,1609,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
5157,23,13,1609,75,75,1,15,穀物類,1516,麺類,151612,ゆでうどん
5157,23,13,1609,80,80,1,11,農産,1113,野菜,111311,えのき
5157,23,13,1609,80,80,1,16,加工食品,1614,水物,161413,豆腐
5157,23,13,1609,80,80,1,11,農産,1113,野菜,111318,キャベツ
5157,23,13,1609,95,95,1,16,加工食品,1618,乳製品,161816,ヨーグルト
5157,23,13,1609,100,100,1,11,農産,1113,野菜,111326,しめじ
5157,23,13,1609,100,100,1,11,農産,1113,野菜,111328,しょうが
5157,23,13,1609,100,100,1,11,農産,1113,野菜,111374,長芋
5157,23,13,1609,125,125,1,12,水産,1211,塩干加工品,121115,しらす
5157,23,13,1609,155,155,1,11,農産,1113,野菜,111368,人参
5157,23,13,1609,185,185,1,11,農産,1111,果物,111129,りんご
5157,23,13,1609,200,200,1,18,惣菜,1813,弁当,181311,パン惣菜
5157,23,13,1609,205,205,1,15,穀物類,1516,麺類,151611,むし焼そば
5157,23,13,1609,245,245,1,11,農産,1113,野菜,111327,じゃが芋
5157,23,13,1609,250,250,1,11,農産,1113,野菜,111363,玉葱
5157,23,13,1609,300,300,1,18,惣菜,1812,半惣菜,181211,スナック半惣菜
5157,23,13,1609,315,315,1,13,畜産,1314,精肉類,131411,ひき肉
